,Rating,Boxer,Country,Weight,Ceiling,Action,Promoter,Trainer,Sex
1336,1337,"Sanchez, Jorge Perez",MX,147,0.21,3.0,,"Colorado, Jose Juan",Male
1337,1338,"Garcia, Sean",US,135,0.2,3.0,,,Male
1338,1339,"Zepeda, Manuel",MX,154,0.2,2.0,,"Quirarte, Romulo",Male
1339,1340,"Andino, Nicolas",AR,147,0.19,2.0,Argentina Boxing,,Male
1340,1341,"Dallas Jr, Mike",US,147,0.16,3.0,,,Male
1341,1342,"Aldea, Roldan ",PH,135,0.15,3.0,,,Male
1342,1343,"Coleman Jr, Derrick",US,154,0.15,3.0,GH3,"Thomas, Marlon",Male
1343,1344,"Bacon, James",PH,147,0.14,3.0,M&amp;R,"Fernandez, Osmiri",Male
1344,1345,"Rashidi, Amon",US,147,0.12,3.0,,"James, Derrick",Male
1345,1346,"Valentino, Domenico",IT,135,0.12,3.0,OPI Since 82,"Munno, Raffaele",Male
1346,1347,"Rodriguez, Flavio",US,154,0.1,3.0,,"Capetillo, Javier",Male
1347,1348,"Delgado, Sahret",PR,HWT,0.1,2.0,,"Rivas, Raul",Male
1348,1349,"Reyes, Alejandro",US,135,0.09,3.0,,,Male
1349,1350,"Villalobos, Steve ",US,147,0.09,3.0,,"Diaz, Antonio",Male
1350,1351,"Spong, Tyrone",NL,HWT,0.16,4.0,A&amp;T,"Diaz, Pedro",Male
1351,1352,"Roman , Jose ",PR,147,0.07,2.0,DiBella,"Lozada, Emilio",Male
1352,1353,"Contreras, Miguel",US,135,0.07,3.0,,"Flores Sr, Gabe",Male
1353,1354,"Baker, Kane",GB,135,0.05,3.0,BCB,"Johnson, Errol",Male
1354,1355,"Rivera, Jan Carlos",PR,147,0.05,3.0,,"Ennis, Bozy",Male
1355,1356,"Medina, Bryan",DO,154,0.05,3.0,Reyes,,Male
1356,1357,"Kennedy, Niall",IE,HWT,0.04,3.0,Murphys,"Collins, Packie",Male
1357,1358,"Ioane, Hunter",AU,135,0.03,3.0,,,Male
1358,1359,"Thomas, Maredudd",GB,147,0.02,3.0,,"Lockett, Gary",Male
1359,1360,"Acevedo, Herbert",US,140,,3.0,,"Morales, Ramon",Male
1360,1361,"Alvarez, Ramon",MX,160,,3.0,Zanfer,"Alvarez, Rigoberto",Male
1361,1362,"Anim, Emmanuel",GH,175,,3.0,,,Male
1362,1363,"Benson, Lewis",GB,140,,2.0,MTK Global,,Male
1363,1364,"Betancourt, Victor",MX,130,,3.0,,"Robles, Manny",Male
1364,1365,"Bravo, Jesus",PE,130,,2.0,,,Male
1365,1366,"Brewart Jr, Richard",US,160,,2.0,Thompson,"Ramirez, Henry",Male
1366,1367,"Carroll, Gerard",GB,140,,2.0,MTK Global,"Witho, Danny",Male
1367,1368,"Collins Jr, Steve ",IE,168,,3.0,MTK Global,"Taylor, Pete",Male
1368,1369,"Conway, Matt ",US,130,,4.0,,"Conway, Jack",Male
1369,1370,"Coyle, Connor",IE,160,,3.0,,"McLoughlin, Jim",Male
1370,1371,"Cummings, Conrad",GB,160,,3.0,MTK Global,"McManus, Gerard",Male
1371,1372,"De Alba, Frank",US,130,,2.0,Kings,"Adorno, Anibal",Male
1372,1373,"Deckmann, Marco ",DE,200,,4.0,360,"Roach, Freddie",Male
1373,1374,"Duffield, Charlie ",GB,175,,3.0,,"Tibbs, Mark",Male
1374,1375,"Fitch, Morgan ",US,168,,2.0,,"Yankello, Tom",Male
1375,1376,"Foley, Kerry",AU,168,,3.0,,"Baratillo, Arnel",Male
1376,1377,"Frankham, Charles",GB,130,,3.0,Queensberry,"Fernandez, Angel",Male
1377,1378,"Gething, Kieran",GB,140,,2.0,MTK Global,,Male
1378,1379,"Glover, Craig",GB,200,,3.0,,"McNally, Joe",Male
1379,1380,"Goddi, Alessandro",IT,168,,2.0,,,Male
1380,1381,"Godoy, Mauro Maximiliano",AR,140,,2.0,,,Male
1381,1382,"Gonzalez, Samuel",VE,140,,3.0,OPI Since 82,"Cherchi, Franco",Male
1382,1383,"Gonzalez , Irvin",US,126,,4.0,,"Gonzalez, Irvin",Male
1383,1384,"Grisunins, Nikolajs",LV,200,,3.0,LNK,,Male
1384,1385,"Guevara, Alberto",MX,126,,2.0,,,Male
1385,1386,"Hernandez, Mario",US,118,,2.0,Thompson,"Lopez, Hector",Male
1386,1387,"Howard, Tyler",US,160,,3.0,,"Howard, Eric",Male
1387,1388,"Huerta, Charles",US,130,,2.0,,"Huerta, Victor",Male
1388,1389,"Khositashvili, Jaba",GE,168,,2.0,,,Male
1389,1390,"Krasnoshein, Vladislav",RU,130,,3.0,RCC,,Male
1390,1391,"Kuznetsov, Nikita",RU,130,,3.0,RCC,,Male
1391,1392,"Laguna, Julio",NI,140,,2.0,Bufalo,"Corales, Alfredo",Male
1392,1393,"Laureano, Anthony ",US,140,,4.0,Star,,Male
1393,1394,"Lee, Mike",US,168,,3.0,Hitz,,Male
1394,1395,"Martey, Emmanuel",GH,175,,2.0,,,Male
1395,1396,"McCreary, Tyler",US,130,,2.0,,"Wright, Lamar",Male
1396,1397,"McCrory, Padraig",GB,168,,3.0,MTK Global,"Ginley, Ray",Male
1397,1398,"McDaniel, Marcus",US,168,,3.0,,"Benton, Bobby",Male
1398,1399,"McDonagh, Martin",GB,140,,1.0,MTK Global,"Rumbol, Billy",Male
1399,1400,"McGoldrick, Sean",GB,118,,2.0,MTK Global,"Moore, Jamie",Male
1400,1401,"Najib, Razaq",GB,126,,2.0,Stefy Bull,"Rhodes, Ryan",Male
1401,1402,"O'Leary, Pierce",IE,140,,4.0,MTK Global,"Smith, Alan",Male
1402,1403,"Ortiz , Roberto",MX,140,,3.0,,"Diaz, Antonio",Male
1403,1404,"Parker, Connor",GB,140,,3.0,BCB,"Johnson, Errol",Male
1404,1405,"Pham, Gabriel",US,168,,2.0,,"Rivas, Raul",Male
1405,1406,"Porozo, Luis",EC,130,,2.0,,"Gonzalez, Yoel",Male
1406,1407,"Price, Dylan",US,115,,3.0,,"Price, David",Male
1407,1408,"Ramirez, Abdiel",MX,140,,3.0,,"Villhauer, Shann",Male
1408,1409,"Ramos, Carlos",ES,126,,3.0,MaravillaBox,"Rodriguez, Tinin",Male
1409,1410,"Rodriguez, Emiliano",AR,140,,2.0,Arano Box,,Male
1410,1411,"Rodriguez, Ruben",US,140,,3.0,,"Garcia, Robert",Male
1411,1412,"Rose, Brian",GB,160,,1.0,MTK Global,"Rimmer, Bobby",Male
1412,1413,"Ruiz, Diego Alberto",AR,126,,1.0,,"Ruiz, Ruben",Male
1413,1414,"Sakyi, Mikey",GB,140,,2.0,,,Male
1414,1415,"Salka Jr, Rod",US,140,,2.0,,"Salka, Rod",Male
1415,1416,"Silva, William",BR,140,,3.0,,"Rodriguez, Jose",Male
1416,1417,"Silvera, Adan",ES,168,,2.0,,,Male
1417,1418,"Summers, Ricky ",GB,175,,2.0,BCB,"McCracken, Spencer",Male
1418,1419,"Tabanao, Neil John",PH,126,,2.0,,"Flores, Brix",Male
1419,1420,"Takoucht, Sofiane",FR,126,,2.0,,,Male
1420,1421,"Tikhonov, Vladimir",RU,122,,1.0,Salita,"Shafer, Igor",Male
1421,1422,"Tommasone, Carmine",IT,126,,2.0,OPI Since 82,"Picariello, Michele",Male
1422,1423,"Vue, Duarn",US,126,,3.0,,"Muhammad, Murid",Male
1423,1424,"Williams, Mykquan",US,140,,3.0,DiBella,"Cichon, Paul",Male
1424,1425,"Woodstock, Leon",GB,130,,2.0,Queensberry,"Butt, Ajmal",Male
1425,1426,"Yoon, Logan",US,140,,3.0,Heavyweight Factory,"Yoon, George",Male
1426,1427,"Newman, Earl",US,200,,4.0,,"Sosa, Aureliano",Male
1427,1428,"Lopez, Adam",US,122,,3.0,,"Martinez, Chato",Male
1428,1429,"Walton, Jerrico",US,140,,3.0,,"Shields, Ronnie",Male
1429,1430,"Guerrero, Alejandro",US,130,,4.0,Salita,"Martinez, David",Male
1430,1431,"Angulo, Jose",EC,140,,3.0,,"Alvarez, Eriky",Male
1431,1432,"Hernandez, Rodolfo",MX,122,,4.0,,"Partida, Hugo",Male
1432,1433,"Cash, Quatavious",US,160,,3.0,,"Ben-Tchavtchavadze, Chris",Male
1433,1434,"Muratalla, Gabriel",US,122,,3.0,,"Garcia, Robert",Male
1434,1435,"Mondragon, Eric",US,130,,3.0,,,Male
1435,1436,"Sanchez, Mike",US,130,,3.0,,"Barrera, Freddy",Male
1436,1437,"Garcia, Ivan",MX,112,,3.0,Zanfer,,Male
1437,1438,"Vargas, Rolando",MX,140,,3.0,,"Vargas Sr, Rolando",Male
1438,1439,"Bernaldez, Mark ",PH,130,,3.0,M&amp;R,"Fernandez, Osmiri",Male
1439,1440,"Jules, Martino",US,126,,2.0,Kings,"Melendez, Rudy",Male
1440,1441,"Jumakhanov, Aleem",TJ,126,,3.0,,"Krause, Brandon",Male
1441,1442,"Jimenez, Salvador",ES,126,,3.0,MGZ,,Male
1442,1443,"Antunez, Juan Jesus",ES,126,,3.0,MGZ,,Male
1443,1444,"Soriano, Abel",US,118,,3.0,B&amp;B,"McIntyre, Brian",Male
1444,1445,"Rodriguez, Jonathan",US,118,,3.0,Kings,"Rodriguez, Lemuel",Male
1445,1446,"Flores, Carlos",MX,126,,3.0,,,Male
1446,1447,"Gonzalez, Frevian",PR,130,,4.0,PR Best,"Espada, Luis",Male
1447,1448,"Kielczweski, Ryan",US,130,,2.0,Murphys,"Maze, Steve",Male
1448,1449,"Hedges, John",GB,168,,2.0,Matchroom,"Leo, Sab",Male
1449,1450,"Moralde, John Vincent",PH,126,,3.0,M&amp;R,"Fernandez, Osmiri",Male
1450,1451,"Matthysse Jr, Walter Ezequiel",AR,160,,3.0,Sampson,,Male
1451,1452,"Brooks, Burley",US,168,,3.0,,"James, Derrick",Male
1452,1453,"Delgado, Marco",US,168,,3.0,,"Mariscal, Andres",Male
1453,1454,"Marcial, Eumir",PH,160,,3.0,,"Roach, Freddie",Male
1454,1455,"Lawson, Travon",US,122,,3.0,,,Male
1455,1456,"Lopez, Misael",US,130,,3.0,DiBella,"Lopez, Evenezer",Male
1456,1457,"Hatton, Campbell",GB,130,,3.0,Matchroom,"Hatton, Matthew",Male
1457,1458,"Berrio, Deiner",CO,140,,2.0,Paco Presents,"Morales, Yukita",Male
1458,1459,"Davis, Kelvin",US,140,,3.0,Top Rank,"Trask, Tyler",Male
1459,1460,"Amitrano, Leonardo",AR,140,,3.0,,,Male
1460,1461,"Arce, Facundo",AR,130,,2.0,Argentina Boxing,,Male
1461,1462,"Paul, Jake ",US,200,,4.0,,"Flores, B.J.",Male
1462,1463,"Misiura, Oleg",RU,168,,3.0,,,Male
1463,1464,"Medina, Amed Ali",US,130,,4.0,,,Male
1464,1465,"Chance, Rajon",US,122,,2.0,,"Chance, Roger",Male
1465,1466,"Walsh, Nico Ali",US,160,,3.0,Top Rank,"Steward, SugarHill",Male
1466,1467,"Fury, Tommy",GB,200,,3.0,,"Fury, John",Male
1467,1468,"Julan, Frederic",FR,175,,3.0,,,Male
1468,1469,"Barrionuevo, Cesar",AR,160,,2.0,Sampson,,Male
